gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,charges.monthly,charges.total,contas_diarias,internetservice_Fiber optic,internetservice_No,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,churn_real,churn_predito,prob_churn
1,0,0,0,72,1,0,0,0,0,0,0,0,1,20.8,1521.2,0.6933333333333334,0,1,0,1,0,0,1,0,0,0.01
1,0,1,1,70,1,1,0,1,1,1,1,1,1,85.95,5931.75,2.865,0,0,0,1,1,0,0,0,0,0.0
1,1,0,0,66,1,1,0,1,1,1,1,1,0,110.9,7432.05,3.6966666666666663,1,0,1,0,1,0,0,1,0,0.081
1,0,0,0,1,1,0,0,0,0,0,0,0,0,46.2,46.2,1.54,0,0,0,0,1,0,0,1,1,0.63
1,0,0,0,61,1,1,1,0,1,0,1,1,0,104.0,6363.45,3.466666666666667,1,0,1,0,0,1,0,0,0,0.23
1,0,0,0,4,1,0,0,0,0,0,0,0,0,19.4,93.4,0.6466666666666666,0,1,0,0,0,0,1,0,0,0.06
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0.6733333333333333,0,1,0,0,0,0,0,0,1,0.73
1,1,0,0,1,1,0,0,0,0,0,1,0,1,79.1,79.1,2.6366666666666663,1,0,0,0,0,1,0,1,1,0.95
1,0,0,0,20,1,1,0,0,1,0,1,0,1,90.7,1781.35,3.023333333333333,1,0,0,0,1,0,0,0,1,0.6
0,0,1,0,2,1,0,0,1,1,0,0,0,0,79.7,165.0,2.6566666666666667,1,0,0,0,0,0,0,1,1,0.7733333333333334
1,0,0,0,5,1,0,0,0,0,0,1,0,1,80.1,398.55,2.67,1,0,0,0,0,0,1,0,1,0.51
0,0,0,0,34,1,0,0,0,0,0,0,0,0,20.35,673.2,0.6783333333333333,0,1,0,0,0,0,1,0,0,0.01
1,1,1,0,64,1,0,1,0,1,0,0,0,0,80.3,5017.7,2.6766666666666667,1,0,1,0,1,0,0,0,0,0.1
0,0,0,0,20,1,1,1,0,0,0,1,0,1,89.1,1879.25,2.97,1,0,0,0,0,0,0,0,1,0.74
0,1,0,0,2,0,0,0,0,0,0,0,0,0,24.35,41.85,0.8116666666666668,0,0,0,0,0,1,0,1,1,0.8016666666666665
0,0,0,0,45,1,1,0,1,0,0,1,0,1,89.3,4016.85,2.9766666666666666,1,0,0,0,1,0,0,1,1,0.59
1,1,1,0,54,1,1,0,0,0,0,0,0,0,74.0,3919.15,2.466666666666667,1,0,0,0,0,0,0,0,1,0.52
0,0,1,1,67,1,1,0,0,0,0,0,0,1,24.9,1680.25,0.83,0,1,0,1,0,0,1,0,0,0.0
1,1,1,0,27,0,0,0,0,0,0,0,1,0,36.5,1032.0,1.2166666666666666,0,0,0,0,0,0,0,1,1,0.52
1,1,0,0,5,1,0,0,0,0,0,1,1,1,91.4,449.75,3.046666666666667,1,0,0,0,0,1,0,1,1,0.82
1,1,1,0,46,0,0,0,1,1,1,1,1,1,59.9,2816.65,1.9966666666666664,0,0,1,0,0,0,0,1,0,0.33
1,0,0,0,66,1,1,1,1,1,1,1,1,1,114.3,7383.7,3.81,1,0,1,0,0,0,0,0,0,0.27
0,0,1,0,72,1,1,1,0,1,1,1,0,1,98.2,7015.9,3.273333333333333,1,0,0,1,0,0,0,0,0,0.12
1,1,1,0,62,1,1,1,1,1,0,0,0,1,89.1,5618.3,2.97,1,0,0,0,0,1,0,0,0,0.16
1,0,0,0,17,0,0,0,0,0,0,0,0,1,25.65,440.2,0.855,0,0,0,0,0,0,1,0,0,0.19733333333333333
0,1,1,0,43,1,1,1,1,0,0,1,0,1,94.5,4156.8,3.15,1,0,0,0,0,1,0,0,0,0.33
0,0,1,0,72,1,1,1,0,1,1,1,1,1,84.4,6096.45,2.813333333333333,0,0,0,1,1,0,0,0,0,0.0
0,0,1,0,56,1,1,1,1,1,0,1,1,0,109.8,6109.65,3.66,1,0,1,0,0,0,0,0,0,0.3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,43.8,43.8,1.46,0,0,0,0,0,1,0,0,0,0.42
1,1,0,0,6,1,0,1,0,0,0,1,0,1,85.15,503.6,2.8383333333333334,1,0,0,0,0,0,0,1,1,0.61
0,0,1,0,41,1,0,0,1,1,1,0,0,1,86.2,3339.05,2.873333333333333,1,0,1,0,0,0,0,0,0,0.11
1,0,0,0,57,0,0,0,0,1,1,1,1,0,53.35,3090.05,1.778333333333333,0,0,0,1,1,0,0,0,0,0.03
0,0,1,0,46,1,0,0,1,0,0,1,1,1,69.1,3168.0,2.303333333333333,0,0,0,0,1,0,0,0,0,0.33
1,1,1,1,68,1,1,0,1,1,0,0,0,1,84.65,5683.6,2.8216666666666668,1,0,0,0,0,1,0,0,0,0.395
0,0,1,1,8,1,0,0,0,0,0,0,0,1,45.45,411.75,1.515,0,0,0,0,0,1,0,0,0,0.28
0,0,0,0,8,1,0,0,0,0,0,0,0,0,20.85,161.65,0.6950000000000001,0,1,0,1,0,0,1,0,0,0.08
1,0,0,0,9,1,0,0,0,0,0,0,0,0,20.4,181.8,0.6799999999999999,0,1,0,0,0,0,1,0,0,0.34
1,0,0,0,14,1,0,0,0,0,0,0,0,0,19.35,324.8,0.645,0,1,1,0,0,0,1,0,0,0.06
1,0,0,0,15,1,1,0,0,0,0,0,0,0,51.55,765.5,1.7183333333333333,0,0,0,0,0,1,0,1,0,0.48
0,0,1,1,51,1,0,0,0,0,0,0,0,0,19.95,1028.75,0.6649999999999999,0,1,0,1,0,0,1,0,0,0.0
1,0,1,1,55,1,1,0,0,1,0,1,0,1,90.4,5099.15,3.0133333333333336,1,0,0,0,1,0,0,0,0,0.17
1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.85,19.85,0.6616666666666667,0,1,0,0,0,1,0,1,0,0.17
1,0,1,1,71,1,1,1,0,1,0,1,1,0,105.55,7405.5,3.518333333333333,1,0,0,1,0,1,0,0,0,0.18
0,0,1,1,46,1,0,0,0,0,0,0,0,1,19.95,927.1,0.6649999999999999,0,1,0,1,0,0,1,0,0,0.0
1,0,1,0,72,1,1,1,1,1,1,0,1,0,79.55,5810.9,2.6516666666666664,0,0,0,1,1,0,0,0,0,0.0
1,0,0,0,9,1,0,1,0,0,1,0,1,0,64.95,547.8,2.165,0,0,0,0,0,0,1,0,0,0.3
0,0,0,0,50,1,0,0,0,1,1,0,1,1,89.7,4304.5,2.99,1,0,0,1,0,0,0,0,0,0.105
1,0,0,0,4,1,1,0,0,0,0,0,0,0,51.75,201.1,1.725,0,0,0,0,1,0,0,1,0,0.39
0,0,0,0,29,0,0,0,1,0,0,0,0,1,30.6,856.35,1.02,0,0,0,0,0,1,0,1,1,0.51
1,0,1,1,9,1,0,0,0,1,1,1,1,0,103.1,970.45,3.4366666666666665,1,0,0,0,0,1,0,0,0,0.3696666666666667
0,0,1,1,49,1,1,0,0,0,0,1,1,1,95.4,4613.95,3.18,1,0,0,0,0,0,0,0,0,0.44
0,0,0,0,65,1,1,0,0,0,0,0,0,0,26.5,1698.55,0.8833333333333333,0,1,0,1,0,0,0,0,0,0.02
0,0,0,0,43,1,0,0,0,0,0,0,0,1,19.65,779.25,0.6549999999999999,0,1,0,1,0,0,0,0,0,0.03
0,0,0,0,27,1,0,0,0,0,0,0,0,0,19.15,501.35,0.6383333333333333,0,1,1,0,0,0,1,0,0,0.0
0,0,1,0,18,1,0,0,0,1,0,1,1,1,95.95,1745.5,3.1983333333333333,1,0,0,0,1,0,0,0,1,0.62
1,0,0,0,22,0,0,0,0,1,1,1,1,0,56.75,1304.85,1.8916666666666664,0,0,0,1,0,0,0,0,0,0.08
0,0,1,1,10,1,0,0,0,0,0,0,0,0,20.15,220.8,0.6716666666666666,0,1,0,1,0,0,1,0,0,0.02
0,0,0,0,29,0,0,0,0,0,1,0,0,1,31.2,926.2,1.04,0,0,0,0,0,1,0,0,0,0.36
0,0,0,0,38,1,0,0,1,1,1,0,0,1,84.25,3264.5,2.808333333333333,1,0,0,0,1,0,0,1,0,0.33
1,0,0,0,9,1,0,0,0,1,0,1,1,1,94.05,811.65,3.135,1,0,0,0,0,1,0,0,1,0.75
0,0,1,1,49,1,1,0,1,0,0,1,1,0,100.45,4941.8,3.3483333333333336,1,0,1,0,0,0,1,1,0,0.23
1,0,0,0,4,1,1,1,0,0,0,1,0,0,90.65,367.95,3.021666666666667,1,0,0,0,0,1,0,0,1,0.58
0,0,1,1,51,0,0,1,0,0,1,0,0,0,34.2,1782.0,1.14,0,0,0,1,0,0,0,0,0,0.01
0,1,0,0,5,1,0,0,0,0,0,0,0,1,69.05,318.5,2.3016666666666667,1,0,0,0,0,0,1,1,0,0.38333333333333336
1,0,1,1,60,1,1,0,0,0,0,0,0,0,23.95,1506.4,0.7983333333333333,0,1,1,0,1,0,0,0,0,0.0
0,0,0,0,48,0,0,1,1,0,0,1,0,1,44.8,2104.55,1.4933333333333332,0,0,0,0,0,1,0,0,0,0.26
0,0,0,0,13,1,0,0,0,0,0,1,0,1,81.9,1028.9,2.73,1,0,0,0,0,0,1,0,1,0.67
0,0,0,0,12,1,0,0,0,0,0,0,0,0,20.1,223.6,0.67,0,1,0,0,0,0,1,0,0,0.09
0,0,0,0,25,1,0,0,0,0,0,0,0,0,19.05,461.3,0.635,0,1,0,0,0,0,1,0,0,0.07
1,0,0,0,21,1,1,0,0,0,0,0,0,1,73.7,1558.7,2.4566666666666666,1,0,0,0,0,1,0,0,1,0.65
1,0,1,1,72,1,0,1,0,1,1,1,1,1,80.8,5728.55,2.6933333333333334,0,0,0,1,0,1,0,0,0,0.12
1,1,1,0,5,1,1,0,0,1,0,0,0,1,79.9,343.95,2.6633333333333336,1,0,0,0,0,0,0,1,0,0.48
0,1,1,0,31,0,0,1,1,1,0,0,1,1,50.4,1580.1,1.68,0,0,1,0,1,0,0,0,0,0.17
0,0,0,0,15,1,1,1,0,0,0,0,0,1,55.7,899.8,1.856666666666667,0,0,0,0,0,0,1,1,0,0.27
0,0,1,1,16,1,0,0,1,1,0,1,0,1,89.45,1430.25,2.981666666666667,1,0,0,0,1,0,0,1,0,0.47
0,0,0,1,10,1,1,1,0,1,1,0,1,0,73.55,693.3,2.4516666666666667,0,0,1,0,1,0,0,0,0,0.18
1,0,0,1,15,1,1,0,0,0,0,0,0,1,24.8,324.15,0.8266666666666667,0,1,0,0,0,1,0,0,0,0.1
1,0,1,1,72,1,0,0,0,0,0,0,0,0,19.4,1363.25,0.6466666666666666,0,1,0,1,1,0,0,0,0,0.0
1,0,1,0,44,1,1,1,0,1,0,0,0,1,84.8,3626.35,2.8266666666666667,1,0,0,0,1,0,0,0,0,0.23
1,1,0,0,1,1,0,0,0,0,0,0,0,1,70.05,70.05,2.335,1,0,0,0,0,1,0,0,1,0.95
0,0,0,0,1,1,0,0,0,1,1,1,1,0,74.1,74.1,2.47,0,0,1,0,1,0,0,0,0,0.4
0,0,1,0,3,1,0,0,0,0,0,0,0,1,19.9,45.75,0.6633333333333333,0,1,0,0,0,0,1,0,0,0.11
0,1,1,0,5,1,1,0,1,0,0,0,0,1,81.0,371.65,2.7,1,0,0,0,0,1,0,1,1,0.74
0,0,1,0,12,1,0,0,0,0,0,0,0,0,45.9,505.95,1.53,0,0,0,0,0,0,0,0,1,0.51
0,0,1,0,2,1,0,0,0,1,0,1,1,0,69.0,147.8,2.3,0,0,0,0,1,0,0,0,0,0.35
0,1,1,0,29,0,0,1,0,1,0,0,1,1,45.0,1228.65,1.5,0,0,0,0,0,1,0,0,0,0.11
1,0,0,0,59,1,0,0,0,1,1,1,0,1,64.65,3735.45,2.155,0,0,0,0,0,1,0,0,0,0.28
1,0,1,0,27,1,0,0,0,0,0,0,0,0,19.55,520.55,0.6516666666666667,0,1,0,1,0,0,0,0,0,0.04
0,0,1,1,58,1,1,1,0,1,1,1,0,0,75.8,4415.75,2.5266666666666664,0,0,0,1,0,0,1,0,0,0.04
1,0,0,0,3,1,0,0,0,0,0,0,0,1,20.75,67.1,0.6916666666666667,0,1,0,0,1,0,0,0,0,0.025
1,0,0,0,44,1,1,0,0,1,0,0,1,1,90.4,4063.0,3.0133333333333336,1,0,0,0,0,0,1,0,0,0.5
1,0,1,0,48,1,0,0,0,0,0,0,0,0,19.25,855.1,0.6416666666666667,0,1,0,1,0,0,1,0,0,0.0
0,1,0,0,45,1,1,1,0,0,1,0,1,1,70.05,3062.45,2.335,0,0,0,0,0,1,0,0,0,0.31
1,0,1,1,61,1,1,0,0,1,1,1,1,1,81.0,4976.15,2.7,0,0,0,1,0,0,0,0,0,0.05
0,1,1,0,15,1,1,0,0,1,1,0,0,1,83.05,1258.3,2.768333333333333,1,0,0,0,0,1,0,1,0,0.475
0,0,0,0,56,1,0,0,0,0,0,0,0,1,19.55,1080.55,0.6516666666666667,0,1,0,1,0,0,0,0,0,0.02
0,0,0,0,50,1,1,1,0,1,1,1,1,1,82.5,4179.1,2.75,0,0,1,0,1,0,0,0,0,0.13
1,0,0,0,1,1,0,0,0,0,0,1,0,1,53.5,53.5,1.7833333333333334,0,0,0,0,0,0,1,1,1,0.705
0,0,1,1,24,1,0,0,0,0,0,0,0,0,19.9,533.5,0.6633333333333333,0,1,1,0,0,0,1,0,0,0.01
1,0,0,0,30,1,0,0,0,0,0,1,1,1,90.25,2755.35,3.0083333333333333,1,0,0,0,0,1,0,1,1,0.53
0,0,1,1,13,1,0,1,0,0,1,0,0,0,54.15,701.05,1.805,0,0,1,0,0,0,0,0,0,0.01
1,0,0,0,47,1,1,1,1,0,1,1,0,0,100.75,4669.2,3.3583333333333334,1,0,0,0,0,0,1,0,0,0.36
0,0,1,0,62,1,1,0,0,1,0,1,1,1,101.35,6164.7,3.378333333333333,1,0,0,0,0,1,0,0,1,0.7
0,0,0,1,37,1,0,0,0,0,0,0,0,0,20.3,755.4,0.6766666666666666,0,1,1,0,0,0,0,0,0,0.04
0,0,0,0,43,1,0,0,1,0,1,0,0,0,55.45,2444.25,1.8483333333333332,0,0,1,0,0,1,0,0,0,0.25
0,0,1,0,60,0,0,1,1,1,0,0,1,0,50.05,2911.5,1.6683333333333332,0,0,1,0,0,1,0,0,0,0.12
0,0,1,1,1,1,0,0,0,0,0,0,0,1,19.9,19.9,0.6633333333333333,0,1,0,0,0,1,0,1,1,0.58
1,0,0,0,53,0,0,0,0,1,1,1,1,0,54.9,3045.75,1.83,0,0,1,0,1,0,0,0,0,0.17
1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.1,20.1,0.67,0,1,0,0,0,0,1,1,1,0.96
0,1,0,0,4,1,0,0,0,0,0,0,0,0,20.05,91.45,0.6683333333333333,0,1,0,0,0,0,1,0,0,0.1
1,0,0,0,9,1,0,1,0,0,0,0,0,0,75.6,661.55,2.52,1,0,0,0,0,1,0,0,0,0.18
1,0,1,1,34,1,0,0,0,0,0,0,0,0,20.8,635.9,0.6933333333333334,0,1,0,0,0,0,1,0,0,0.04
0,0,1,1,23,1,0,0,0,1,0,0,0,1,75.3,1702.9,2.51,1,0,0,0,1,0,0,0,0,0.35
0,0,1,1,72,1,0,1,1,1,1,1,1,1,109.5,7854.9,3.65,1,0,0,1,1,0,0,0,0,0.03
1,1,1,0,72,1,1,1,1,1,1,1,1,1,112.9,8061.5,3.7633333333333336,1,0,0,0,1,0,0,0,0,0.34
0,0,0,0,41,1,1,0,0,1,1,0,1,1,68.6,2877.05,2.286666666666666,0,0,1,0,0,1,0,0,0,0.25
1,0,1,0,62,1,1,0,0,1,1,1,1,1,107.6,6912.7,3.5866666666666664,1,0,0,1,0,0,0,0,0,0.47
1,1,0,0,4,1,0,0,0,0,0,0,0,0,69.35,261.65,2.3116666666666665,1,0,0,0,0,1,0,0,1,0.54
1,0,1,0,44,1,0,1,1,0,1,0,0,1,59.85,2603.95,1.995,0,0,1,0,0,0,0,0,0,0.09
1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,2.33,1,0,0,0,0,1,0,0,1,0.9733333333333333
1,0,0,0,26,1,1,0,0,0,0,0,1,1,83.95,2254.2,2.7983333333333333,1,0,0,0,0,1,0,1,1,0.54
1,1,1,0,7,1,1,0,0,0,0,0,0,1,74.85,485.25,2.495,1,0,0,0,0,1,0,0,0,0.44
0,0,1,1,72,1,1,1,1,1,1,1,0,0,106.1,7657.4,3.536666666666666,1,0,0,1,1,0,0,0,0,0.02
1,0,0,0,35,1,0,0,0,0,0,0,0,0,21.45,705.45,0.715,0,1,0,1,0,0,0,0,0,0.01
1,0,1,1,46,1,0,1,0,1,1,1,1,0,81.0,3846.35,2.7,0,0,0,1,0,0,1,0,0,0.04
0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.8,70.8,2.36,1,0,0,0,0,0,1,1,1,0.56
1,0,0,0,7,1,0,0,0,0,0,0,0,0,20.75,141.1,0.6916666666666667,0,1,0,0,0,0,1,0,0,0.16
1,1,1,0,17,1,1,0,0,1,0,1,1,1,100.45,1622.45,3.3483333333333336,1,0,0,0,1,0,0,1,1,0.64
0,0,1,0,69,1,1,1,0,0,0,1,1,0,99.15,6875.35,3.305,1,0,0,1,0,0,0,0,0,0.2
1,0,1,0,60,1,0,0,0,0,0,0,0,1,20.5,1198.8,0.6833333333333333,0,1,0,1,0,0,0,0,0,0.0
1,1,0,0,38,1,1,0,0,0,0,1,1,0,94.75,3653.0,3.158333333333333,1,0,0,0,0,1,0,0,1,0.7883333333333334
0,0,0,0,24,1,1,0,0,1,0,1,0,1,88.95,2072.75,2.9650000000000003,1,0,0,0,1,0,0,0,1,0.63
0,1,1,0,34,1,0,0,0,1,1,1,0,0,64.2,2106.3,2.14,0,0,1,0,0,0,0,0,0,0.09
1,1,1,0,2,1,0,0,0,1,0,1,1,1,95.5,181.65,3.183333333333333,1,0,0,0,1,0,0,0,1,0.77
1,0,0,0,2,1,0,0,0,0,0,0,0,0,44.9,111.05,1.4966666666666666,0,0,0,0,0,0,0,0,1,0.97
0,0,0,0,30,1,0,0,0,0,1,1,1,1,94.4,2638.1,3.146666666666667,1,0,1,0,0,0,0,0,0,0.25
0,0,0,0,1,1,0,0,0,0,1,1,1,1,95.85,95.85,3.195,1,0,0,0,0,1,0,0,1,0.81
1,1,1,0,33,1,0,1,1,0,1,0,1,1,93.55,3055.5,3.118333333333333,1,0,1,0,0,1,0,0,0,0.13
1,0,1,0,51,1,1,0,1,0,0,0,1,1,90.35,4614.55,3.0116666666666663,1,0,1,0,1,0,0,0,0,0.2425
0,0,1,1,71,1,0,1,0,1,0,1,1,0,77.55,5574.35,2.585,0,0,0,1,1,0,0,0,0,0.07
1,0,1,1,55,1,0,1,1,0,1,0,0,0,57.55,3046.4,1.9183333333333328,0,0,0,1,0,0,0,1,0,0.0
0,0,0,0,10,1,0,0,0,0,0,0,0,1,20.9,247.0,0.6966666666666667,0,1,0,0,0,0,1,0,0,0.05
1,1,0,0,72,1,1,0,0,0,0,0,0,0,25.4,1809.35,0.8466666666666666,0,1,0,1,0,0,0,0,0,0.0
1,0,1,1,62,1,0,0,0,0,0,0,0,0,20.05,1263.9,0.6683333333333333,0,1,0,1,1,0,0,0,0,0.0
1,1,1,0,72,1,1,0,0,1,0,1,1,1,73.45,5329.0,2.4483333333333333,0,0,0,1,1,0,0,0,0,0.2
0,0,0,0,18,1,0,0,0,0,0,0,0,1,69.8,1221.65,2.3266666666666667,1,0,0,0,0,1,0,0,0,0.37
0,1,1,0,71,1,0,1,1,1,1,1,1,1,109.7,7904.25,3.6566666666666663,1,0,0,1,0,0,0,0,0,0.0
1,0,0,0,3,1,0,0,0,0,0,0,0,0,19.85,64.55,0.6616666666666667,0,1,0,0,0,0,1,1,0,0.2
1,0,0,0,52,1,1,1,1,1,1,1,1,1,89.25,4652.4,2.975,0,0,0,1,0,0,1,0,0,0.03
0,0,1,1,72,1,1,0,0,0,0,0,0,1,26.25,1988.05,0.875,0,1,0,1,0,0,0,0,0,0.0
0,0,0,0,23,1,0,0,1,1,0,0,0,0,55.8,1327.85,1.86,0,0,1,0,0,0,0,0,0,0.16
1,0,0,0,11,1,0,0,0,0,0,0,0,0,20.35,215.25,0.6783333333333333,0,1,0,0,0,0,1,0,0,0.04
0,1,0,0,20,1,0,0,0,0,0,1,0,0,80.7,1614.2,2.69,1,0,0,0,0,0,0,0,1,0.75
0,1,0,0,63,1,1,1,1,1,1,1,0,0,83.0,5243.05,2.7666666666666666,0,0,1,0,0,0,0,0,0,0.25
0,0,0,0,65,1,1,1,1,0,1,0,0,1,89.85,5844.65,2.995,1,0,1,0,0,1,0,0,0,0.14
1,1,0,0,52,0,0,1,0,0,0,1,1,1,48.8,2555.05,1.6266666666666665,0,0,0,0,1,0,0,0,0,0.21
0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0.6483333333333333,0,1,0,0,0,0,1,1,0,0.23
0,0,0,0,12,1,0,0,0,1,1,0,1,1,89.4,1095.65,2.98,1,0,0,0,0,1,0,1,1,0.59
0,0,0,0,27,1,0,0,0,1,1,0,1,1,89.2,2383.6,2.9733333333333336,1,0,0,0,0,1,0,0,0,0.34
0,0,0,0,9,1,0,0,0,0,0,0,0,1,20.45,147.55,0.6816666666666666,0,1,0,0,1,0,0,0,0,0.08
1,0,0,0,22,1,1,1,1,1,0,0,0,0,65.05,1427.55,2.168333333333333,0,0,0,0,0,0,1,0,0,0.12
0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.6,69.6,2.32,1,0,0,0,0,1,0,1,1,1.0
1,0,1,1,24,1,0,1,1,0,1,0,1,1,70.3,1706.45,2.3433333333333333,0,0,0,0,1,0,0,0,0,0.12
0,0,0,0,6,1,0,0,0,0,0,0,0,0,20.0,109.2,0.6666666666666666,0,1,0,0,0,0,1,0,0,0.16
1,0,1,0,54,0,0,0,1,0,0,0,0,0,30.4,1621.35,1.0133333333333332,0,0,0,0,0,1,0,0,1,0.59
0,0,0,0,17,1,1,0,0,0,0,0,0,0,24.8,475.25,0.8266666666666667,0,1,0,0,0,0,1,0,0,0.04
1,0,1,1,8,1,0,0,0,0,0,0,0,1,43.45,345.5,1.4483333333333337,0,0,1,0,0,0,1,0,0,0.2833333333333333
1,0,0,1,6,1,0,0,0,0,0,0,0,0,19.7,111.65,0.6566666666666666,0,1,0,0,0,0,1,0,0,0.07
0,0,1,0,71,1,1,0,0,0,0,0,0,0,25.6,1888.25,0.8533333333333334,0,1,0,1,1,0,0,0,0,0.0
0,0,1,1,45,1,0,1,0,1,1,1,1,1,81.0,3533.6,2.7,0,0,0,1,0,0,1,0,0,0.02
0,0,1,0,53,1,0,0,0,0,0,0,0,0,20.8,1021.8,0.6933333333333334,0,1,1,0,0,0,0,0,1,0.64
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.1,19.1,0.6366666666666667,0,1,0,0,0,0,1,0,1,0.53
0,0,0,0,18,1,1,0,0,0,1,1,0,1,88.35,1639.3,2.945,1,0,0,0,0,1,0,1,1,0.57
1,0,1,0,22,1,0,1,0,0,1,0,0,1,56.25,1292.2,1.875,0,0,1,0,1,0,0,0,0,0.1
0,1,1,0,1,1,0,0,1,0,0,0,0,1,76.4,76.4,2.546666666666667,1,0,0,0,0,0,1,1,1,0.58
0,0,1,0,62,1,1,1,1,0,1,1,1,1,84.95,5150.55,2.8316666666666666,0,0,0,1,0,1,0,0,0,0.03
0,0,0,0,18,0,0,1,1,0,1,0,0,1,40.2,711.95,1.34,0,0,1,0,0,0,1,0,0,0.07
0,0,1,1,29,1,0,0,0,0,0,0,0,0,20.0,540.05,0.6666666666666666,0,1,1,0,0,1,0,0,0,0.01
1,0,0,0,1,1,0,0,1,0,0,0,0,0,50.65,50.65,1.6883333333333332,0,0,0,0,0,0,1,1,1,0.52
1,0,1,0,25,0,0,0,0,1,0,1,0,1,38.1,970.4,1.27,0,0,1,0,1,0,0,0,0,0.03
0,1,0,0,20,1,1,1,0,0,0,0,0,1,79.15,1520.9,2.6383333333333336,1,0,0,0,0,1,0,1,1,0.52
0,0,1,0,48,1,0,0,1,1,0,0,1,1,65.65,3094.65,2.188333333333333,0,0,1,0,0,1,0,0,0,0.3
1,0,0,1,28,1,0,1,0,0,0,0,0,1,74.9,2068.55,2.496666666666667,1,0,0,0,0,0,0,1,0,0.35
1,0,1,0,22,1,1,0,0,0,0,0,1,1,85.1,1873.7,2.8366666666666664,1,0,0,0,0,1,0,1,1,0.6480714285714285
1,0,0,0,1,1,0,1,0,0,0,0,1,1,84.6,84.6,2.82,1,0,0,0,0,0,1,1,1,0.62
1,0,1,1,28,1,1,0,1,0,0,0,1,0,64.4,1802.15,2.146666666666667,0,0,0,0,0,1,0,0,0,0.19
0,0,0,0,37,1,1,0,0,0,1,1,1,0,100.3,3541.4,3.3433333333333333,1,0,0,0,1,0,0,0,1,0.62
1,0,1,0,42,1,1,0,1,1,1,0,1,1,99.45,4138.05,3.315,1,0,0,0,0,1,0,1,0,0.3241666666666667
0,0,0,0,41,1,1,0,1,1,0,1,1,1,80.55,3263.9,2.685,0,0,1,0,0,1,0,0,0,0.2
1,0,1,1,71,1,1,1,0,0,0,1,0,1,66.2,4692.55,2.2066666666666666,0,0,1,0,0,1,0,0,0,0.15
1,1,1,0,1,0,0,0,1,0,0,1,0,0,40.2,40.2,1.34,0,0,0,0,0,1,0,1,1,0.68
1,0,1,1,24,1,1,0,0,0,0,0,0,0,24.2,609.05,0.8066666666666666,0,1,0,1,0,0,1,0,0,0.01
1,0,1,0,18,1,1,0,0,0,0,0,0,1,73.15,1305.95,2.438333333333333,1,0,0,0,0,1,0,0,1,0.695
0,1,0,0,15,1,1,0,1,0,0,0,1,0,89.85,1424.95,2.995,1,0,0,0,0,1,0,1,1,0.7
0,1,1,0,26,1,1,0,0,1,0,1,1,1,98.1,2510.7,3.27,1,0,0,0,0,0,0,0,1,0.9
1,1,1,1,66,1,1,1,1,1,1,1,1,1,116.25,7862.25,3.875,1,0,1,0,0,1,0,0,0,0.21
0,0,0,0,9,1,0,0,0,0,0,1,0,1,77.65,714.15,2.5883333333333334,1,0,0,0,0,0,0,1,1,0.75
0,1,1,1,60,1,0,1,1,1,1,0,1,1,74.85,4456.35,2.495,0,0,1,0,1,0,0,0,0,0.02
0,0,1,1,24,1,0,0,0,0,0,0,0,1,21.1,490.65,0.7033333333333334,0,1,0,1,1,0,0,0,0,0.0
1,0,0,0,18,1,1,1,0,0,0,0,0,0,56.25,969.85,1.875,0,0,0,0,0,0,1,0,0,0.25
1,0,1,0,31,1,1,0,1,1,0,1,0,0,93.8,3019.5,3.1266666666666665,1,0,0,0,0,1,0,1,0,0.425
1,0,1,1,33,1,0,0,0,0,0,0,0,0,20.1,620.55,0.67,0,1,1,0,1,0,0,0,0,0.0
0,0,0,0,72,1,1,1,1,1,1,1,1,1,91.35,6697.2,3.045,0,0,0,1,0,0,0,0,0,0.07
0,0,0,0,1,1,0,0,0,0,0,0,0,0,71.35,71.35,2.378333333333333,1,0,0,0,0,1,0,1,1,0.935
1,0,0,0,1,1,0,0,0,0,0,1,1,1,89.55,89.55,2.985,1,0,0,0,0,1,0,1,1,0.54
1,0,1,0,60,1,1,0,1,1,0,1,0,1,95.75,5742.9,3.191666666666667,1,0,0,0,0,1,0,0,1,0.85
0,1,0,0,18,1,1,0,1,0,1,1,1,1,103.6,1806.35,3.453333333333333,1,0,0,0,1,0,0,0,0,0.48
0,0,0,0,70,1,1,1,1,1,1,1,1,0,115.55,8127.6,3.8516666666666666,1,0,1,0,1,0,0,1,0,0.04
1,1,1,0,1,1,1,0,0,0,0,0,0,0,74.3,74.3,2.4766666666666666,1,0,0,0,0,1,0,0,1,0.9
